incident_count_500m,incident_count_1km,weighted_severity_score,harassment_density,poor_lighting_density,distance_to_police_km,distance_to_hospital_km,hour_of_day,is_night,is_weekend,risk_category
3,6,7.97,1,3,2.35,5.1,14,0,0,1
2,5,6.78,3,2,1.01,0.41,6,0,1,1
0,0,0.0,1,0,0.17,0.48,18,0,0,0
0,1,1.32,0,1,0.57,5.2,12,0,0,0
1,1,2.43,0,0,4.28,1.95,0,1,1,0
2,4,6.12,1,0,1.43,1.0,10,0,1,1
1,5,8.56,3,4,3.14,3.55,12,0,0,2
3,5,5.74,3,2,1.56,5.82,1,1,0,1
3,6,12.12,1,3,5.28,3.12,18,0,0,2
0,4,5.86,2,4,4.42,4.12,10,0,0,1
0,2,1.68,2,2,1.29,1.03,0,1,1,0
2,5,7.07,3,1,0.79,1.05,0,1,0,2
4,7,7.97,1,4,1.76,5.19,7,0,0,2
1,4,6.74,2,3,2.12,2.59,12,0,0,1
0,1,1.37,1,1,1.34,0.87,7,0,0,0
1,3,3.89,1,3,3.21,2.06,1,1,0,0
1,2,2.95,1,1,0.46,3.09,7,0,0,0
2,2,2.3,2,1,0.83,0.82,13,0,0,0
1,3,2.76,0,2,2.19,2.86,1,1,1,0
2,3,3.11,2,2,0.61,0.31,12,0,0,0
0,7,8.24,2,4,1.14,1.1,4,1,0,1
2,3,6.15,0,0,6.07,3.0,0,1,0,1
4,6,9.08,2,1,1.87,0.6,8,0,0,2
3,5,5.53,1,5,5.46,0.83,19,0,0,1
0,5,6.48,1,1,2.41,5.48,9,0,1,0
2,4,7.06,2,2,2.42,3.0,10,0,1,1
2,4,5.27,1,3,1.71,1.93,17,0,1,1
1,1,1.56,2,1,0.38,0.79,16,0,0,0
0,1,1.44,1,0,1.42,1.24,5,1,1,0
2,2,2.72,1,1,0.62,2.34,10,0,0,0
2,6,9.23,2,3,12.02,0.62,23,1,0,2
0,1,1.4,1,1,0.66,1.84,3,1,0,0
1,5,7.56,2,4,0.57,1.51,0,1,0,1
3,6,11.26,1,2,1.86,1.82,0,1,0,2
2,4,8.0,3,3,1.39,0.48,21,1,0,2
0,2,2.5,1,0,0.14,0.48,17,0,0,0
0,3,2.77,0,2,0.35,8.52,4,1,0,0
2,5,6.6,2,3,3.1,9.9,15,0,0,1
1,3,5.52,2,1,1.29,1.59,1,1,1,0
1,4,7.26,1,2,0.38,4.09,8,0,1,1
3,6,9.87,4,2,1.23,2.87,1,1,0,2
2,7,8.75,3,2,0.63,0.51,4,1,0,2
0,0,0.0,1,0,0.56,1.08,19,0,0,0
0,1,0.61,0,1,5.79,1.14,16,0,0,0
2,5,6.77,4,1,0.91,2.46,18,0,1,1
0,3,4.15,1,3,0.19,2.37,9,0,0,0
3,4,6.01,2,1,6.43,6.63,7,0,1,1
1,1,1.0,0,0,2.95,4.1,19,0,0,0
1,2,3.77,2,1,0.63,5.06,10,0,0,0
3,6,12.18,0,2,1.05,5.75,12,0,1,2
1,2,3.62,0,0,3.67,4.24,12,0,0,0
0,4,3.22,3,3,0.9,1.21,8,0,0,0
4,5,9.34,2,3,1.61,0.81,4,1,1,2
1,2,2.4,1,1,1.48,2.32,17,0,0,0
3,5,11.96,2,5,1.02,3.12,7,0,0,2
1,4,6.18,2,2,1.94,1.42,19,0,0,0
3,6,10.03,1,2,1.25,4.92,13,0,1,2
1,2,3.74,0,1,0.14,8.28,1,1,0,0
0,3,2.54,3,1,3.13,2.31,21,1,1,0
1,3,3.59,2,2,0.32,1.72,15,0,0,0
2,5,5.05,2,2,1.22,4.83,0,1,0,1
1,4,6.15,3,2,1.66,0.26,23,1,0,1
0,3,2.87,1,2,2.3,0.55,22,1,0,0
1,4,4.19,1,3,1.05,4.87,12,0,0,0
1,6,5.69,1,4,2.49,3.49,17,0,1,1
2,7,7.96,2,2,0.35,1.55,0,1,0,1
3,7,12.42,4,2,2.01,5.69,6,0,1,2
5,6,12.99,1,3,3.25,1.28,3,1,0,2
3,7,11.28,2,2,4.06,2.71,9,0,0,2
2,4,5.6,3,1,1.66,2.72,7,0,0,1
3,4,9.7,1,2,0.78,0.71,2,1,0,1
2,4,6.73,2,2,0.42,1.04,22,1,0,1
2,4,6.52,1,3,0.86,6.39,6,0,0,1
1,8,9.04,3,3,1.5,0.71,15,0,1,2
1,5,7.45,2,5,0.49,0.68,19,0,0,1
1,3,4.97,0,3,5.59,1.83,9,0,0,0
4,7,7.73,3,1,4.19,0.44,12,0,1,2
3,6,9.78,3,3,0.16,5.83,0,1,1,2
1,6,6.13,3,3,1.59,0.46,6,0,1,1
1,5,7.3,2,3,2.9,2.6,9,0,1,1
3,4,6.11,2,2,0.61,1.24,11,0,0,1
1,3,2.46,1,2,1.44,4.28,13,0,1,0
1,3,5.59,2,1,1.04,2.43,21,1,0,0
1,4,4.3,2,2,0.49,1.43,10,0,1,0
1,4,4.08,2,4,1.82,10.52,16,0,0,1
0,6,8.11,3,3,9.22,0.37,8,0,1,1
3,3,8.99,0,0,0.92,2.36,7,0,0,1
1,3,4.18,1,1,1.55,11.61,9,0,0,0
0,2,2.88,0,2,0.82,3.14,3,1,0,0
2,4,5.57,3,2,3.87,3.57,4,1,1,1
1,6,8.55,3,4,3.7,0.28,23,1,0,2
2,2,5.02,1,2,0.45,0.25,17,0,1,1
1,3,3.9,1,3,4.24,0.29,5,1,0,1
2,3,2.97,0,2,0.4,12.19,9,0,0,0
0,4,4.97,3,1,0.28,9.92,17,0,0,0
2,3,4.78,3,1,2.0,1.22,10,0,0,0
1,3,5.49,0,2,0.98,1.06,23,1,0,0
2,3,5.23,2,1,1.46,0.59,4,1,0,1
3,7,9.25,3,4,2.0,1.2,2,1,0,2
1,2,2.27,1,1,0.2,1.36,17,0,0,0
2,4,6.85,2,3,0.72,3.65,3,1,0,1
1,5,5.5,2,1,1.21,5.23,7,0,1,0
3,6,9.06,3,1,0.66,3.63,16,0,0,1
1,7,7.52,1,4,0.19,2.8,9,0,0,1
1,5,6.84,1,2,0.26,3.83,18,0,0,1
1,1,1.37,0,1,3.01,3.55,0,1,1,0
1,2,2.71,1,1,4.46,1.81,1,1,0,0
0,1,1.25,1,2,0.4,1.22,10,0,0,0
1,3,2.81,1,3,0.62,1.03,14,0,0,0
1,1,2.45,1,1,2.0,3.04,22,1,1,0
1,6,4.08,2,4,5.65,8.2,0,1,0,0
1,6,6.87,3,2,0.74,2.38,8,0,0,1
3,9,10.3,4,4,3.58,6.29,7,0,0,2
0,0,0.0,1,1,1.37,0.24,0,1,1,0
1,3,4.78,1,2,5.75,4.16,9,0,0,0
2,5,7.31,2,3,0.36,5.0,16,0,0,1
0,2,1.56,0,1,6.65,2.69,17,0,0,0
2,7,6.88,1,5,1.15,7.0,15,0,1,2
1,4,4.63,1,2,5.6,2.43,1,1,1,1
3,8,9.44,1,5,1.2,0.89,21,1,0,2
1,3,3.64,2,2,1.46,0.81,16,0,0,1
4,5,6.82,5,2,3.04,2.23,3,1,0,2
0,4,4.37,0,0,2.41,6.12,6,0,0,0
2,3,5.23,2,1,1.84,0.39,8,0,0,1
1,4,4.27,1,4,1.07,2.52,2,1,1,1
1,1,2.03,1,2,2.93,3.87,19,0,0,0
6,8,9.16,4,4,5.43,0.51,20,0,0,2
2,3,6.11,3,2,0.12,0.51,4,1,1,1
1,7,7.63,1,4,1.7,1.34,17,0,0,1
2,4,7.43,1,2,3.72,1.0,20,0,1,1
5,8,12.91,1,5,2.01,0.75,16,0,0,2
1,4,6.95,1,2,3.0,0.75,6,0,1,1
3,3,7.51,3,3,4.16,0.55,13,0,1,1
1,1,1.31,1,1,2.6,2.56,14,0,0,0
1,2,2.32,2,1,2.37,3.11,20,0,0,0
0,0,0.0,0,1,6.12,3.23,21,1,0,0
3,5,6.93,4,3,3.69,2.1,13,0,1,1
3,5,6.92,2,2,3.14,7.84,8,0,0,2
2,7,13.02,1,2,0.26,5.51,15,0,1,2
1,2,3.18,2,2,0.59,8.1,18,0,0,0
1,4,6.13,1,3,1.56,1.43,0,1,0,1
2,3,5.88,0,3,2.33,5.45,7,0,0,0
0,5,5.4,1,3,0.75,3.8,17,0,0,1
0,0,0.0,0,0,0.28,1.24,1,1,1,0
2,4,5.74,2,1,0.77,0.48,3,1,1,1
2,3,6.08,1,1,2.75,3.07,20,0,0,1
2,4,8.16,2,3,3.88,0.57,0,1,1,1
0,2,2.95,2,3,4.49,1.07,18,0,0,0
0,1,1.33,2,0,0.96,1.93,10,0,1,0
1,2,3.26,1,2,0.94,3.05,23,1,1,0
2,6,9.11,3,3,1.04,6.72,5,1,0,2
0,4,2.82,2,0,0.95,2.45,18,0,0,0
1,3,3.11,1,2,2.07,2.98,13,0,0,0
1,1,1.16,0,2,0.9,1.13,22,1,1,0
3,4,4.4,2,2,0.14,3.11,21,1,0,1
0,6,3.0,0,5,1.14,1.64,20,0,1,1
0,1,1.01,0,0,0.56,5.06,23,1,1,0
1,6,5.02,2,1,0.15,1.45,23,1,0,1
2,3,5.8,0,1,1.25,1.78,18,0,1,0
1,6,4.84,1,4,0.52,1.62,23,1,0,1
4,7,13.88,3,3,1.19,4.37,12,0,0,2
2,3,5.96,2,3,0.69,7.88,11,0,1,1
0,1,0.86,1,1,1.77,1.19,9,0,0,0
1,4,6.37,2,2,8.55,1.81,18,0,0,1
3,8,8.41,3,5,1.53,3.26,10,0,0,2
2,4,6.43,1,2,1.97,5.84,23,1,0,1
1,2,1.94,0,2,4.63,1.9,23,1,1,0
0,0,0.0,0,0,0.94,0.49,11,0,1,0
0,2,2.28,2,2,0.43,1.35,6,0,0,0
3,9,12.01,3,5,0.7,2.2,7,0,0,2
3,4,8.31,3,4,1.03,1.55,16,0,1,1
0,4,2.24,2,1,1.96,0.72,2,1,0,0
2,6,9.09,1,3,0.11,0.29,5,1,0,2
0,1,1.32,1,1,3.56,3.11,11,0,1,0
4,5,12.77,2,2,0.24,12.51,14,0,1,2
0,1,1.44,1,0,4.26,6.49,22,1,0,0
1,3,3.53,1,1,5.47,3.07,6,0,1,0
2,6,7.95,5,4,8.41,4.81,5,1,0,2
0,4,4.98,3,3,3.08,0.94,11,0,0,1
1,3,2.53,3,1,0.38,2.64,11,0,0,0
0,3,2.44,0,3,2.3,0.36,3,1,0,0
3,5,5.6,1,1,0.51,3.27,20,0,0,1
3,5,6.38,1,3,4.19,8.96,8,0,1,1
1,5,6.99,1,4,0.79,5.13,16,0,1,1
2,3,4.83,1,3,0.81,2.11,1,1,0,1
0,1,0.53,1,1,4.59,4.09,4,1,1,0
1,2,3.6,1,2,0.12,7.4,20,0,0,0
3,6,10.27,4,3,0.49,0.81,22,1,0,2
3,5,6.62,4,4,1.09,4.14,23,1,0,2
0,6,4.33,1,3,2.27,0.99,9,0,0,1
0,2,2.33,2,2,1.98,5.44,5,1,0,0
1,3,3.16,1,0,2.09,0.46,5,1,1,0
2,5,4.87,2,3,3.92,0.69,20,0,0,1
0,3,2.92,2,2,0.33,3.39,4,1,0,0
1,2,3.4,0,2,1.43,0.68,7,0,1,0
2,4,5.68,3,3,2.43,0.63,20,0,0,1
0,2,2.46,1,3,1.92,2.23,21,1,0,0
0,5,2.9,3,4,1.17,4.7,2,1,0,0
0,3,2.13,4,1,0.13,0.98,13,0,0,0
2,5,7.89,2,4,0.21,4.8,4,1,1,2
2,4,6.71,0,1,0.33,4.33,14,0,0,1
2,6,7.71,1,4,0.86,2.36,8,0,0,1
1,1,2.95,0,2,0.33,2.8,14,0,0,0
4,5,5.62,1,1,1.1,0.3,18,0,0,1
2,5,5.74,3,4,0.45,1.34,15,0,0,1
2,4,5.89,1,3,2.82,0.96,7,0,0,1
1,3,4.9,3,2,3.79,0.61,14,0,0,0
1,5,5.12,3,2,0.99,1.43,10,0,0,0
2,2,3.91,0,1,1.39,1.3,22,1,0,0
2,8,10.79,3,7,5.62,3.46,3,1,1,2
1,2,2.01,1,1,1.48,2.48,20,0,1,0
2,5,7.95,2,3,9.66,6.31,23,1,0,2
2,4,8.41,2,1,0.38,0.59,9,0,0,1
0,1,1.28,0,0,3.67,0.35,22,1,0,0
1,2,3.11,1,2,1.34,2.11,9,0,0,0
0,1,1.06,1,1,0.14,0.2,1,1,0,0
3,5,6.03,3,5,6.55,4.07,7,0,0,2
1,1,1.86,1,1,6.14,1.96,7,0,0,0
2,2,4.78,0,1,0.97,1.87,8,0,0,0
2,6,7.27,0,1,5.65,1.33,1,1,1,1
0,3,3.52,2,3,0.37,1.37,13,0,0,0
4,6,14.19,5,2,2.15,1.61,19,0,0,2
2,2,5.38,1,1,0.48,0.24,1,1,1,0
1,3,2.83,1,2,0.61,0.42,3,1,0,0
0,0,0.0,0,0,2.82,1.96,2,1,1,0
1,7,7.38,2,4,0.95,0.61,22,1,0,1
1,5,4.9,2,3,0.11,3.97,13,0,1,0
0,1,1.4,1,0,1.06,1.0,20,0,1,0
3,6,8.6,3,3,0.57,0.46,15,0,0,1
2,7,7.13,2,5,2.17,0.87,14,0,1,1
0,5,3.3,0,3,0.49,1.3,6,0,0,0
2,5,6.44,2,2,3.42,0.29,17,0,0,1
1,4,4.92,3,2,0.66,0.58,19,0,0,1
0,1,1.5,1,0,1.0,1.18,5,1,0,0
2,4,4.75,4,1,0.74,1.13,20,0,0,1
4,6,10.03,2,3,1.96,4.23,15,0,0,2
3,8,13.55,2,4,0.29,4.83,10,0,1,2
2,3,4.21,1,0,1.27,0.74,1,1,0,0
2,4,5.74,2,3,0.83,0.53,22,1,1,1
1,2,3.8,1,3,3.98,2.71,1,1,0,0
1,2,2.41,1,3,0.24,4.28,13,0,0,0
3,6,10.87,3,4,3.29,8.49,8,0,0,2
2,3,5.32,2,1,0.43,0.22,22,1,1,0
1,5,6.79,0,0,0.27,1.53,11,0,1,1
2,4,5.82,3,3,0.51,3.51,2,1,0,1
2,5,8.97,2,1,0.29,4.61,21,1,0,1
0,2,2.54,1,1,1.42,0.36,4,1,0,0
2,5,6.36,2,3,8.09,3.05,8,0,0,1
0,0,0.0,0,0,0.16,1.05,2,1,0,0
1,3,3.66,0,3,1.21,0.39,17,0,0,0
3,6,5.55,2,4,0.98,1.88,1,1,0,1
4,7,10.67,2,5,0.85,0.63,3,1,1,2
3,6,7.14,2,4,0.83,3.54,12,0,0,1
1,3,3.34,0,1,4.16,3.58,16,0,0,0
2,4,6.68,1,3,0.13,4.81,8,0,0,1
0,4,5.65,1,2,2.78,1.39,18,0,0,1
3,6,7.08,2,4,0.62,0.23,13,0,0,2
1,3,2.37,3,1,0.97,0.95,12,0,1,0
1,6,4.77,1,4,1.08,1.78,4,1,0,1
0,3,2.27,1,4,0.75,3.16,17,0,1,0
0,2,1.19,1,0,0.28,1.4,23,1,0,0
1,4,4.08,3,1,0.32,2.12,14,0,1,0
1,3,4.25,0,1,0.74,2.06,10,0,0,0
1,2,2.63,0,1,3.2,0.65,18,0,1,0
1,2,3.03,0,1,0.36,2.64,4,1,0,0
1,4,4.39,4,3,2.54,1.65,6,0,0,1
0,2,2.41,1,1,0.71,4.32,1,1,0,0
3,6,11.18,1,3,3.97,3.13,18,0,0,2
1,5,4.64,1,3,1.11,0.5,23,1,0,0
0,3,1.76,0,1,0.44,1.88,15,0,1,0
0,1,0.8,0,1,7.76,3.23,23,1,0,0
0,2,1.27,2,2,0.45,0.43,2,1,0,0
2,4,5.93,2,3,1.61,4.13,9,0,1,0
3,4,6.46,2,0,1.62,0.83,11,0,0,1
0,4,3.85,1,1,0.94,1.95,22,1,0,0
0,2,1.44,1,1,5.55,7.26,1,1,1,0
0,2,2.48,0,1,3.44,2.32,7,0,0,0
1,3,3.05,1,1,3.29,1.58,8,0,0,0
4,5,9.28,3,3,6.68,0.22,22,1,1,2
1,3,3.72,0,3,1.2,0.56,19,0,0,0
0,3,1.5,2,1,0.28,2.36,11,0,0,0
0,2,2.74,2,1,2.71,1.9,4,1,0,0
2,3,4.83,0,1,0.96,1.33,22,1,0,0
1,1,1.75,2,1,0.48,6.62,12,0,0,0
0,3,3.49,0,2,1.29,1.21,4,1,1,0
1,4,5.24,1,4,4.78,2.13,14,0,1,1
0,3,2.92,2,1,0.44,2.3,23,1,0,0
3,5,9.02,2,1,3.5,2.07,20,0,0,1
1,6,9.73,1,4,1.07,1.82,4,1,0,1
0,4,2.98,3,2,0.36,1.23,4,1,0,0
0,4,3.59,4,1,3.5,6.19,3,1,1,1
3,4,7.64,1,1,6.39,1.7,22,1,1,1
1,5,8.01,4,3,0.72,2.08,15,0,1,2
1,2,2.73,1,1,0.75,2.87,17,0,0,0
2,5,6.26,4,6,0.99,0.38,9,0,0,1
2,5,8.21,1,2,3.13,4.0,19,0,0,1
1,4,7.43,3,1,0.12,2.0,2,1,0,1
1,2,3.03,0,2,0.56,2.88,9,0,0,0
2,6,7.85,4,2,2.3,3.9,12,0,1,1
2,8,12.98,4,4,1.04,5.38,23,1,0,2
2,6,6.62,2,3,0.82,1.44,22,1,0,1
1,1,1.63,0,1,3.8,4.37,2,1,0,0
2,4,7.34,3,3,4.59,0.95,3,1,1,1
2,3,7.32,2,1,5.42,2.9,12,0,1,1
2,3,6.97,1,3,0.67,0.47,13,0,0,1
0,3,4.03,1,3,4.49,0.25,3,1,1,0
4,6,9.51,4,3,2.5,0.45,11,0,0,2
2,6,7.64,2,2,0.4,1.16,15,0,0,1
1,3,2.8,0,1,1.8,0.28,9,0,0,0
2,3,2.91,3,1,0.15,2.69,22,1,0,1
2,5,8.18,2,3,2.32,1.15,23,1,0,1
0,2,1.87,1,0,2.48,3.53,19,0,0,0
1,6,7.52,1,5,2.9,0.32,23,1,0,1
2,3,6.61,3,1,0.44,0.81,16,0,0,1
1,5,6.72,1,2,1.88,1.51,6,0,0,1
3,7,12.37,3,2,0.45,1.41,3,1,1,2
1,1,2.42,2,0,5.38,0.55,23,1,0,0
1,3,4.85,0,3,2.12,13.05,11,0,0,0
2,6,7.56,4,4,0.28,1.04,9,0,0,1
0,0,0.0,0,0,0.47,3.39,1,1,0,0
1,2,2.91,1,2,2.06,0.82,13,0,0,0
1,2,3.45,1,2,1.27,5.46,7,0,0,0
2,5,4.86,3,4,2.5,1.43,9,0,0,1
1,2,2.84,0,2,0.69,5.98,5,1,1,0
2,3,3.87,0,2,2.03,1.25,22,1,0,0
2,5,3.96,4,3,0.45,0.22,22,1,1,1
0,3,2.38,0,1,1.51,2.02,1,1,0,0
4,11,13.96,6,4,5.8,2.06,13,0,0,2
3,5,7.83,1,3,1.88,0.52,10,0,0,2
0,2,2.91,1,2,0.19,0.87,1,1,0,0
1,3,5.16,2,2,8.18,4.03,3,1,0,1
1,4,6.5,1,4,0.41,0.29,5,1,0,1
2,11,14.02,6,5,2.38,1.88,3,1,0,2
1,4,5.71,2,3,1.47,2.09,21,1,0,1
0,2,1.83,1,2,0.73,3.12,4,1,0,0
0,2,1.65,1,2,0.45,0.3,5,1,0,0
1,2,3.56,1,2,0.45,2.4,8,0,0,0
1,3,5.43,1,1,3.62,0.21,21,1,0,1
1,3,4.4,2,1,3.81,0.97,21,1,1,0
4,5,6.13,1,5,1.23,1.93,15,0,0,1
0,3,3.88,1,0,0.3,6.26,10,0,0,0
3,4,5.84,3,2,3.98,0.54,10,0,0,1
4,4,11.57,3,2,1.3,0.66,23,1,0,2
1,3,3.75,1,1,1.14,2.97,20,0,0,0
1,7,8.08,3,5,1.04,1.37,20,0,0,2
1,3,4.56,2,2,0.92,2.64,9,0,1,0
0,1,1.41,1,2,1.44,15.13,0,1,0,0
3,4,8.67,1,2,1.77,11.03,21,1,0,1
2,5,7.52,5,3,1.23,1.29,16,0,0,2
1,2,1.83,0,2,4.19,1.95,7,0,0,0
3,5,8.26,2,6,0.79,6.08,15,0,0,2
4,5,9.23,4,5,1.65,0.44,5,1,0,2
0,3,2.85,2,2,0.74,1.71,13,0,0,0
3,5,10.3,3,1,2.62,1.39,1,1,0,2
1,5,5.17,2,0,0.29,1.07,8,0,0,1
2,5,6.09,1,4,0.48,13.08,3,1,0,1
1,3,4.01,2,3,3.01,3.51,18,0,0,0
1,5,6.25,2,4,0.46,1.43,16,0,1,1
3,5,9.6,3,2,1.87,4.62,0,1,0,2
2,5,7.65,1,3,6.43,1.88,23,1,0,1
2,6,7.47,3,2,1.43,5.36,1,1,0,2
0,4,5.63,2,2,0.47,0.97,16,0,1,1
1,3,3.32,1,1,0.8,0.83,1,1,0,0
1,5,6.55,2,4,3.22,0.91,2,1,0,1
2,3,6.85,2,1,0.88,2.13,3,1,0,0
3,6,9.81,0,3,2.41,1.06,12,0,0,2
3,10,10.36,4,4,2.8,0.6,22,1,0,2
2,3,6.13,1,2,1.35,13.27,11,0,0,1
0,1,1.12,0,1,2.85,5.97,20,0,0,0
2,4,5.99,2,4,0.79,2.72,4,1,1,1
0,0,0.0,0,0,1.41,5.75,13,0,1,0
2,6,9.67,2,2,2.19,7.05,5,1,1,2
3,6,11.8,2,4,0.43,3.02,0,1,0,2
1,4,4.23,2,2,0.68,2.03,15,0,1,0
3,4,7.15,3,1,2.0,5.54,5,1,1,1
1,2,4.1,0,1,2.02,2.3,12,0,1,0
0,1,0.59,0,1,1.32,0.54,12,0,0,0
3,11,13.85,2,3,2.96,1.34,10,0,0,2
0,0,0.0,1,0,1.28,1.68,15,0,0,0
2,5,5.62,2,4,3.94,7.05,21,1,1,1
2,4,4.97,2,2,2.5,2.89,13,0,0,1
4,10,14.7,3,2,0.78,5.4,10,0,0,2
3,7,14.83,4,3,1.01,3.74,4,1,0,2
2,4,7.01,2,3,2.08,1.13,9,0,0,1
2,3,6.23,3,1,4.15,3.37,20,0,1,1
3,5,10.79,1,4,0.45,0.74,14,0,0,2
2,4,7.58,2,3,1.4,1.51,6,0,0,1
2,3,2.94,2,2,0.33,4.3,2,1,1,1
0,1,1.35,1,2,0.69,2.57,10,0,0,0
2,4,3.67,0,2,2.18,4.56,8,0,1,0
1,5,4.67,4,2,0.25,0.93,9,0,0,1
2,3,4.28,1,2,2.05,3.66,22,1,0,0
2,3,4.78,1,2,4.26,0.77,3,1,0,0
2,6,5.08,2,3,6.37,2.17,21,1,0,1
2,7,6.21,3,3,0.54,1.62,19,0,0,2
2,3,5.23,2,2,2.59,2.23,17,0,1,1
2,3,3.95,1,1,4.8,0.56,13,0,0,0
1,4,6.42,2,3,0.27,1.32,8,0,0,1
2,3,3.18,1,2,1.06,2.95,19,0,1,1
4,7,12.94,2,3,4.63,2.24,15,0,0,2
0,0,0.0,1,0,0.51,2.19,1,1,0,0
0,1,1.13,1,1,4.99,1.99,22,1,0,0
1,5,6.27,2,2,1.45,7.4,6,0,0,0
0,2,1.34,0,0,0.29,7.02,4,1,0,0
3,4,5.08,3,2,1.18,1.32,20,0,1,1
0,2,1.61,0,1,0.81,1.28,23,1,0,0
0,1,0.61,0,1,0.7,2.22,21,1,0,0
3,3,7.36,0,3,1.5,0.45,16,0,0,1
1,3,4.25,1,2,1.29,1.1,10,0,0,0
2,6,8.48,4,5,1.28,0.86,3,1,1,2
0,7,9.28,3,5,0.27,0.83,16,0,0,2
0,5,3.14,4,5,3.02,2.74,20,0,1,1
2,4,6.69,1,4,1.28,1.41,4,1,0,2
0,2,2.22,1,2,3.2,0.67,3,1,0,0
0,2,2.35,3,2,3.23,5.66,23,1,1,0
2,4,6.13,3,1,0.79,5.38,9,0,0,0
2,5,6.73,3,3,0.11,5.16,2,1,0,2
2,5,6.14,1,3,4.46,1.44,20,0,1,1
3,8,6.8,4,4,2.67,0.35,5,1,0,2
2,9,11.83,3,5,0.3,0.48,20,0,0,2
3,5,8.41,2,3,2.28,1.01,7,0,0,1
2,5,6.73,2,3,0.14,0.82,4,1,1,1
1,4,6.47,2,2,0.15,5.38,7,0,0,1
3,5,9.97,3,3,1.44,10.94,9,0,1,2
1,1,2.46,1,2,0.28,4.44,18,0,0,0
1,2,2.71,0,2,6.1,3.47,20,0,1,0
0,3,4.49,1,3,4.14,2.42,3,1,0,0
1,4,5.9,2,0,1.99,3.87,5,1,0,1
1,3,5.19,1,3,0.22,7.55,2,1,0,0
3,6,9.22,2,2,0.81,2.5,3,1,0,2
0,2,2.45,0,2,0.94,0.62,3,1,0,0
1,5,7.54,2,2,1.28,0.65,4,1,0,1
1,5,6.41,5,2,0.43,2.39,14,0,1,1
1,2,1.65,1,2,1.65,1.21,15,0,0,0
1,4,5.84,2,3,1.13,6.23,5,1,1,1
1,6,5.18,3,3,5.4,2.56,17,0,0,1
0,1,1.26,0,1,5.05,3.02,11,0,0,0
1,2,3.23,2,1,1.6,0.21,23,1,1,0
2,4,5.45,1,2,1.96,1.93,19,0,1,1
2,4,6.1,3,3,0.37,1.61,6,0,0,1
0,1,0.51,0,0,0.55,3.26,22,1,0,0
1,7,8.43,1,4,4.26,1.41,11,0,0,2
6,7,9.22,2,0,2.26,9.58,13,0,0,2
1,4,4.69,1,2,0.48,2.97,12,0,1,0
1,4,5.54,3,2,1.62,2.9,10,0,0,1
1,3,4.06,0,1,5.01,6.49,10,0,0,0
1,3,2.65,2,2,0.86,13.55,1,1,0,0
1,1,1.86,0,1,0.47,0.75,13,0,0,0
3,6,7.49,4,6,5.23,4.36,14,0,0,2
1,7,10.82,4,5,1.21,0.64,22,1,1,2
1,3,5.32,1,2,1.07,1.73,0,1,0,1
0,0,0.0,0,0,0.66,0.46,11,0,0,0
3,7,9.81,3,3,4.1,2.64,13,0,1,2
0,0,0.0,0,0,3.46,1.78,17,0,0,0
0,1,1.29,0,1,1.03,2.68,20,0,1,0
2,6,7.09,3,5,0.16,3.03,23,1,0,2
1,4,4.73,4,2,1.17,2.62,22,1,0,1
3,3,8.05,3,2,0.46,1.07,2,1,0,2
1,2,3.15,1,1,0.38,4.73,11,0,1,0
0,6,8.63,3,2,1.0,2.21,4,1,1,1
5,7,15.57,7,1,0.29,1.88,2,1,0,2
1,5,7.7,2,3,5.78,11.07,6,0,0,1
2,2,3.36,1,1,0.19,1.03,15,0,0,0
2,5,7.62,4,3,1.02,2.08,19,0,0,1
0,5,2.84,1,3,0.42,3.07,16,0,1,0
0,2,1.6,0,2,2.2,0.53,20,0,0,0
1,6,5.23,3,4,0.25,1.29,7,0,0,1
3,4,7.49,0,3,1.52,4.24,14,0,0,1
1,4,4.91,1,2,2.77,0.88,19,0,0,1
2,3,4.04,1,1,5.49,1.9,14,0,1,0
0,1,1.16,1,2,2.26,2.69,22,1,0,0
2,4,7.8,4,1,0.29,2.98,7,0,0,1
0,5,5.83,1,1,0.27,3.46,10,0,0,1
1,2,3.07,1,1,2.47,5.22,20,0,0,0
0,4,5.5,1,3,0.54,1.45,21,1,0,0
1,2,3.91,1,0,1.17,3.27,22,1,1,0
1,4,5.95,2,3,6.86,3.49,9,0,0,1
0,2,2.76,1,1,3.19,1.09,17,0,0,0
1,2,3.06,0,1,3.47,8.82,8,0,1,0
1,3,5.22,2,2,3.65,5.21,15,0,0,0
1,2,2.34,1,1,1.84,1.06,0,1,0,0
2,3,3.58,0,1,2.55,3.01,21,1,0,0
1,3,2.83,1,1,0.9,3.36,5,1,0,0
3,6,9.71,2,2,11.74,1.61,22,1,0,2
1,1,2.96,2,1,0.69,5.18,1,1,0,0
0,1,1.14,1,1,1.7,3.13,12,0,0,0
2,3,4.61,2,2,0.7,2.88,21,1,0,1
3,8,13.02,5,4,0.31,0.82,5,1,0,2
2,3,4.25,2,2,1.61,1.51,8,0,0,1
1,2,2.04,2,1,0.88,1.62,13,0,0,0
1,2,2.8,0,0,1.68,3.51,23,1,1,0
2,6,9.24,2,5,1.57,2.61,20,0,1,2
2,4,5.86,2,3,1.51,0.42,6,0,0,1
2,5,8.92,2,3,0.34,1.12,22,1,1,2
2,3,5.56,0,2,1.14,1.8,4,1,0,1
2,3,5.27,1,2,3.11,3.54,6,0,1,0
6,7,8.33,2,4,0.78,3.6,2,1,0,2
